organization_id,org_domain,facility_name,location,country,industry_sector,employee_count,week_start_date,week_end_date,operating_days_in_week,electricity_consumption_kwh,renewable_energy_kwh,grid_emission_factor_kgco2_per_kwh,electricity_cost_inr,fuel_type,fuel_consumed_liters,fuel_emission_factor_kgco2_per_liter,generator_runtime_hours,vehicle_id,distance_travelled_km,vehicle_fuel_consumed_liters,occupancy_rate_percent,product_output_units,machine_runtime_hours,equipment_power_rating_kw,temperature_celsius,humidity_percent,weather_condition,occupancy_count,working_hours_per_week,supplier_name,purchase_category,spend_amount_inr,category_emission_factor_kgco2_per_inr,scope_1_emissions_tco2e,scope_2_emissions_tco2e,scope_3_emissions_tco2e,total_emissions_tco2e,emission_intensity_tco2e_per_unit,recommendation_id,action_type,expected_reduction_tco2e,implementation_cost_inr,roi_months,priority_level,predicted_emission_next_week_tco2e,record_id,date,month,quarter,week_of_year,year,season,facility_type
ORG001,fin-services.example,Jabalpur Office,"Jabalpur, UAE",UAE,Education,799,2025-06-02,2025-06-08,6,14245.31,188.27,0.862,133789.84,Diesel,84.87,2.68,12.92,,0.0,0.0,70.7,6246,6.52,5,32.7,78.9,Sunny,125,48,ABC Plastics,Electronics,67852.22,0.0015,0.2275,12.1172,0.1018,12.4465,0.001993,,,0.0,0.0,,,12.4226,synthetic_anonymized_weekly_record,2025-06-02,6,2,23,2025,Summer,Office
ORG001,media-group.example,Gwalior Center,"Gwalior, Singapore",Singapore,Telecom,753,2025-03-24,2025-03-30,6,45082.94,16886.75,0.764,393063.65,Natural Gas,208.42,2.06,0.11,,0.0,0.0,100.0,21012,23.77,100,30.4,42.0,Sunny,389,54,LogiTrans,Electronics,363391.18,0.0015,0.4293,21.5419,0.5451,22.5163,0.001072,,,0.0,0.0,,,21.9829,synthetic_anonymized_weekly_record,2025-03-24,3,1,13,2025,Spring,Center
ORG001,trans-logistics.example,Coimbatore Facility,"Coimbatore, UK",UK,Tech,388,2025-09-29,2025-10-05,5,12591.14,1203.58,0.794,109963.03,Natural Gas,351.48,2.06,12.36,,0.0,0.0,55.3,8555,25.7,60,37.3,44.3,Humid,211,40,PackWise,Electronics,100738.04,0.0015,0.724,9.0417,0.1511,9.9168,0.001159,,,0.0,0.0,,,11.3216,synthetic_anonymized_weekly_record,2025-09-29,9,3,40,2025,Autumn,Facility
ORG001,telecom.example,Gwalior Center,"Gwalior, UAE",UAE,Manufacturing,283,2025-03-24,2025-03-30,7,100698.75,16744.46,0.848,817156.55,CNG,498.38,2.75,25.47,VEH002,8263.73,699.6,100.0,202181,115.49,45,33.5,38.4,Sunny,1238,56,LogiTrans,Packaging,1073646.24,0.0006,3.2454,71.1932,0.6442,75.0828,0.000371,,,0.0,0.0,,,83.1268,synthetic_anonymized_weekly_record,2025-03-24,3,1,13,2025,Spring,Center
ORG001,food-proc.example,Shimla Center,"Shimla, UAE",UAE,Manufacturing,170,2025-01-06,2025-01-12,7,120546.69,11079.62,0.82,995932.01,Diesel,0.0,2.68,0.0,,0.0,0.0,100.0,123879,34.88,75,30.4,26.1,Sunny,2336,63,LogiTrans,Services,1316035.91,0.0004,0.0,89.763,0.5264,90.2894,0.000729,,,0.0,0.0,,,86.115,synthetic_anonymized_weekly_record,2025-01-06,1,1,2,2025,Winter,Center
ORG001,biotech.example,Ahmedabad Plant,"Ahmedabad, Italy",Italy,Construction,762,2025-02-17,2025-02-23,7,118292.92,2934.18,0.898,963366.03,Diesel,736.75,2.68,18.78,,0.0,0.0,99.9,98959,143.63,5,26.6,40.4,Sunny,607,63,ABC Plastics,Logistics,484371.1,0.0012,1.9745,103.5921,0.5812,106.1478,0.001073,,,0.0,0.0,,,107.1601,synthetic_anonymized_weekly_record,2025-02-17,2,1,8,2025,Winter,Plant
ORG001,chemworks.example,Chandigarh Office,"Chandigarh, South Africa",South Africa,Telecom,276,2024-06-10,2024-06-16,5,16097.44,1026.79,0.737,142909.03,Diesel,0.0,2.68,0.0,,0.0,0.0,100.0,11970,94.32,5,27.2,82.4,Humid,119,45,PackWise,Raw material,436300.1,0.0008,0.0,11.1071,0.349,11.4561,0.000957,REC_3023,Route optimization,3.7298,45756.74,8.0,Medium,12.1092,synthetic_anonymized_weekly_record,2024-06-10,6,2,24,2024,Summer,Office
ORG001,tech-innovate.example,Patna Office,"Patna, France",France,Manufacturing,184,2023-11-06,2023-11-12,5,35160.17,16935.14,0.786,370458.66,Diesel,511.98,2.68,68.94,,0.0,0.0,100.0,9880,70.88,15,36.5,47.8,Sunny,95,40,ElectroParts,Packaging,408973.82,0.0006,1.3721,14.3249,0.2454,15.9424,0.001614,,,0.0,0.0,,,15.2805,synthetic_anonymized_weekly_record,2023-11-06,11,4,45,2023,Autumn,Office
ORG001,hotel-chain.example,Thiruvananthapuram Center,"Thiruvananthapuram, Singapore",Singapore,Transport,554,2025-06-09,2025-06-15,5,54037.92,5020.6,0.852,565096.16,Diesel,703.17,2.68,43.95,,0.0,0.0,100.0,65280,4.81,60,30.9,60.7,Sunny,1371,45,PackWise,Electronics,452910.74,0.0015,1.8845,41.7628,0.6794,44.3267,0.000679,REC_7905,Optimize HVAC,12.9849,54328.76,19.0,High,43.2732,synthetic_anonymized_weekly_record,2025-06-09,6,2,24,2025,Summer,Center
ORG001,construction.example,Lucknow Lab,"Lucknow, Germany",Germany,Pharma,165,2024-10-28,2024-11-03,7,37996.34,6199.15,0.787,316133.27,Diesel,0.0,2.68,0.0,,0.0,0.0,100.0,92239,7.08,45,26.2,35.1,Sunny,550,56,PackWise,Services,164964.48,0.0004,0.0,25.0244,0.066,25.0904,0.000272,,,0.0,0.0,,,27.794,synthetic_anonymized_weekly_record,2024-10-28,10,4,44,2024,Autumn,Lab
ORG001,pharma-labs.example,Delhi Office,"Delhi, Spain",Spain,Automotive,604,2025-05-05,2025-05-11,5,34109.03,6160.71,0.815,350532.36,Petrol,0.0,2.31,0.0,VEH014,241.16,26.42,100.0,19790,21.62,45,19.1,54.8,Rainy,157,60,GreenSteel Co,Raw material,868044.08,0.0008,0.0708,22.7779,0.6944,23.5431,0.00119,,,0.0,0.0,,,23.706,synthetic_anonymized_weekly_record,2025-05-05,5,2,19,2025,Spring,Office
ORG001,chemworks.example,Kanpur Warehouse,"Kanpur, Spain",Spain,Media,184,2025-03-03,2025-03-09,6,31922.86,1979.09,0.764,256039.96,Diesel,0.0,2.68,0.0,VEH019,1168.21,126.84,95.3,8550,81.89,75,32.2,32.5,Humid,174,60,PackWise,Logistics,159484.5,0.0012,0.3399,22.877,0.1914,23.4083,0.002738,,,0.0,0.0,,,23.7012,synthetic_anonymized_weekly_record,2025-03-03,3,1,10,2025,Spring,Warehouse
ORG001,trans-logistics.example,Lucknow Lab,"Lucknow, India",India,Agriculture,762,2025-02-17,2025-02-23,7,23264.66,9828.22,0.814,245629.32,Petrol,240.81,2.31,5.95,VEH009,1639.8,154.42,90.4,25760,132.74,60,27.7,37.3,Sunny,191,84,GreenSteel Co,Packaging,45358.08,0.0006,0.9701,10.9373,0.0272,11.9346,0.000463,REC_6380,Route optimization,2.0621,29660.98,14.0,High,11.4918,synthetic_anonymized_weekly_record,2025-02-17,2,1,8,2025,Winter,Lab
ORG001,fin-services.example,Tirupati Office,"Tirupati, South Africa",South Africa,Healthcare,208,2024-11-11,2024-11-17,5,19045.41,12426.11,0.857,167148.23,Diesel,0.0,2.68,0.0,VEH006,580.88,76.5,100.0,6280,98.62,25,28.6,49.8,Cloudy,60,45,ElectroParts,Packaging,194459.4,0.0006,0.205,5.6727,0.1167,5.9944,0.000955,,,0.0,0.0,,,6.7657,synthetic_anonymized_weekly_record,2024-11-11,11,4,46,2024,Autumn,Office
ORG001,textiles.example,Delhi Office,"Delhi, Italy",Italy,Media,203,2024-01-29,2024-02-04,5,8940.15,1871.99,0.747,88222.57,LPG,147.12,1.51,26.68,,0.0,0.0,100.0,5320,48.35,60,23.4,40.5,Cloudy,75,50,ABC Plastics,Logistics,70129.35,0.0012,0.2222,5.2799,0.0842,5.5863,0.00105,,,0.0,0.0,,,5.6317,synthetic_anonymized_weekly_record,2024-01-29,1,1,5,2024,Winter,Office
ORG001,media-group.example,Chandigarh Office,"Chandigarh, Mexico",Mexico,Telecom,999,2024-03-04,2024-03-10,5,5606.9,1838.81,0.9,44316.2,Natural Gas,37.82,2.06,14.09,,0.0,0.0,27.8,1850,55.84,75,29.7,78.3,Sunny,13,40,ABC Plastics,Electronics,48461.74,0.0015,0.0779,3.3913,0.0727,3.5419,0.001915,REC_1670,Policy,0.6093,41950.5,16.0,High,3.8575,synthetic_anonymized_weekly_record,2024-03-04,3,1,10,2024,Spring,Office
ORG001,trans-logistics.example,Shillong Facility,"Shillong, Spain",Spain,Agriculture,222,2024-07-08,2024-07-14,6,24294.82,4958.26,0.866,207762.72,Natural Gas,11.16,2.06,106.16,VEH013,1367.17,141.61,100.0,22284,28.63,60,31.0,48.0,Sunny,297,60,GreenSteel Co,Services,503474.82,0.0004,0.4025,16.7455,0.2014,17.3494,0.000779,REC_3379,Policy,0.9095,54308.35,19.0,High,17.2544,synthetic_anonymized_weekly_record,2024-07-08,7,3,28,2024,Summer,Facility
ORG001,pharma-labs.example,Bhubaneswar Office,"Bhubaneswar, Australia",Australia,Telecom,851,2024-11-11,2024-11-17,5,16357.25,2033.85,0.8,154689.37,CNG,535.99,2.75,20.02,,0.0,0.0,99.0,4120,98.27,75,35.5,73.2,Rainy,47,60,PackWise,Packaging,36446.87,0.0006,1.474,11.4587,0.0219,12.9546,0.003144,,,0.0,0.0,,,12.92,synthetic_anonymized_weekly_record,2024-11-11,11,4,46,2024,Autumn,Office
ORG001,biotech.example,Surat Factory,"Surat, UAE",UAE,Tech,1180,2024-07-15,2024-07-21,7,51401.29,10934.15,0.871,451238.79,Diesel,283.58,2.68,10.9,,0.0,0.0,59.9,33985,1.18,25,32.1,35.7,Sunny,272,63,ElectroParts,Services,31096.88,0.0004,0.76,35.2469,0.0124,36.0193,0.00106,,,0.0,0.0,,,35.93,synthetic_anonymized_weekly_record,2024-07-15,7,3,29,2024,Summer,Plant
ORG001,green-energy.example,Kochi Warehouse,"Kochi, Italy",Italy,Tech,393,2024-12-23,2024-12-29,5,5770.09,70.22,0.822,54681.7,LPG,0.0,1.51,0.0,,0.0,0.0,33.8,2150,58.75,25,24.4,58.0,Humid,123,45,PackWise,Packaging,53843.96,0.0006,0.0,4.6853,0.0323,4.7176,0.002194,,,0.0,0.0,,,4.9519,synthetic_anonymized_weekly_record,2024-12-23,12,4,52,2024,Winter,Warehouse
ORG001,pharma-labs.example,Chandigarh Office,"Chandigarh, Singapore",Singapore,Hospitality,111,2024-02-19,2024-02-25,5,26521.25,5441.47,0.792,300073.21,Diesel,0.0,2.68,0.0,,0.0,0.0,100.0,4880,75.04,45,26.9,55.9,Sunny,133,40,GreenSteel Co,Electronics,2161.05,0.0015,0.0,16.6952,0.0032,16.6984,0.003422,REC_1441,Route optimization,1.3162,45302.32,19.0,Medium,16.804,synthetic_anonymized_weekly_record,2024-02-19,2,1,8,2024,Winter,Office
ORG001,agri-farm.example,Nagpur Facility,"Nagpur, South Africa",South Africa,Consulting,774,2025-03-24,2025-03-30,7,5639.47,1124.31,0.821,51002.88,Diesel,0.0,2.68,0.0,,0.0,0.0,32.6,5915,83.42,15,29.1,66.4,Humid,61,70,ElectroParts,Services,22595.71,0.0004,0.0,3.7069,0.009,3.7159,0.000628,,,0.0,0.0,,,3.9918,synthetic_anonymized_weekly_record,2025-03-24,3,1,13,2025,Spring,Facility
ORG001,edu-institute.example,Thiruvananthapuram Center,"Thiruvananthapuram, Netherlands",Netherlands,Hospitality,655,2025-10-06,2025-10-12,6,19084.32,1819.81,0.84,185924.16,Diesel,0.0,2.68,0.0,,0.0,0.0,100.0,27288,2.87,100,26.0,76.3,Rainy,254,60,PackWise,Packaging,895503.95,0.0006,0.0,14.5022,0.5373,15.0395,0.000551,,,0.0,0.0,,,16.6432,synthetic_anonymized_weekly_record,2025-10-06,10,4,41,2025,Autumn,Center
ORG001,manufactory.example,Ludhiana Factory,"Ludhiana, Italy",Italy,Biotech,4815,2025-03-31,2025-04-06,6,25155.01,3273.47,0.827,249688.35,Petrol,63.25,2.31,6.7,,0.0,0.0,84.5,73068,21.08,15,29.7,37.7,Humid,586,72,ABC Plastics,Packaging,375158.37,0.0006,0.1461,18.096,0.2251,18.4672,0.000253,,,0.0,0.0,,,18.5313,synthetic_anonymized_weekly_record,2025-03-31,3,1,14,2025,Spring,Plant
ORG001,trans-logistics.example,Guwahati Facility,"Guwahati, UK",UK,Biotech,565,2025-03-10,2025-03-16,6,22795.49,10941.02,0.845,224973.87,Petrol,0.0,2.31,0.0,VEH017,977.73,80.9,100.0,14994,115.91,45,32.0,54.2,Cloudy,142,48,ABC Plastics,Logistics,146451.71,0.0012,0.2168,10.017,0.1757,10.4095,0.000694,,,0.0,0.0,,,10.8953,synthetic_anonymized_weekly_record,2025-03-10,3,1,11,2025,Spring,Facility
ORG001,healthcare-co.example,Allahabad Warehouse,"Allahabad, Spain",Spain,Finance,596,2025-04-14,2025-04-20,6,10290.25,2513.8,0.829,116183.89,Petrol,0.0,2.31,0.0,,0.0,0.0,67.5,2616,41.54,100,23.6,43.6,Sunny,41,48,GreenSteel Co,Electronics,24988.1,0.0015,0.0,6.4467,0.0375,6.4842,0.002479,,,0.0,0.0,,,6.928,synthetic_anonymized_weekly_record,2025-04-14,4,2,16,2025,Spring,Warehouse
ORG001,agri-farm.example,Bengaluru Lab,"Bengaluru, Brazil",Brazil,Telecom,573,2024-12-16,2024-12-22,7,56420.04,19525.5,0.872,508458.84,Natural Gas,272.07,2.06,2.71,VEH004,2221.34,294.99,100.0,50757,134.68,60,27.1,57.8,Sunny,552,63,GreenSteel Co,Packaging,186368.4,0.0006,1.3511,32.172,0.1118,33.6349,0.000663,,,0.0,0.0,,,34.1629,synthetic_anonymized_weekly_record,2024-12-16,12,4,51,2024,Winter,Lab
ORG001,tech-innovate.example,Amritsar Office,"Amritsar, UAE",UAE,Manufacturing,600,2024-09-02,2024-09-08,6,22125.14,1368.94,0.78,215148.51,Diesel,0.0,2.68,0.0,VEH013,306.26,41.41,100.0,9126,100.35,15,31.3,64.2,Humid,276,54,LogiTrans,Packaging,110274.25,0.0006,0.111,16.1898,0.0662,16.367,0.001793,,,0.0,0.0,,,16.9409,synthetic_anonymized_weekly_record,2024-09-02,9,3,36,2024,Autumn,Office
ORG001,biotech.example,Guwahati Facility,"Guwahati, Brazil",Brazil,Agriculture,673,2025-03-03,2025-03-09,5,24586.52,5657.49,0.766,208838.88,Diesel,0.0,2.68,0.0,,0.0,0.0,70.8,12535,72.36,75,24.0,30.0,Humid,145,40,ElectroParts,Services,55665.38,0.0004,0.0,14.4996,0.0223,14.5219,0.001159,,,0.0,0.0,,,16.1626,synthetic_anonymized_weekly_record,2025-03-03,3,1,10,2025,Spring,Facility
ORG001,auto-mobility.example,Jodhpur Facility,"Jodhpur, Netherlands",Netherlands,Construction,323,2024-07-01,2024-07-07,5,19318.63,993.15,0.815,179440.74,LPG,0.0,1.51,0.0,,0.0,0.0,90.6,11045,50.69,45,18.5,81.4,Rainy,117,45,ABC Plastics,Raw material,20329.67,0.0008,0.0,14.9353,0.0163,14.9516,0.001354,REC_3307,Route optimization,1.2986,70264.71,15.0,High,16.8105,synthetic_anonymized_weekly_record,2024-07-01,7,3,27,2024,Summer,Facility
ORG001,food-proc.example,Coimbatore Facility,"Coimbatore, Netherlands",Netherlands,Textiles,315,2025-09-08,2025-09-14,6,19463.6,3700.09,0.754,203438.22,Diesel,153.26,2.68,2.65,,0.0,0.0,85.1,10008,120.26,100,20.0,57.5,Cloudy,117,54,ElectroParts,Electronics,306225.88,0.0015,0.4107,11.8857,0.4593,12.7557,0.001275,,,0.0,0.0,,,12.4713,synthetic_anonymized_weekly_record,2025-09-08,9,3,37,2025,Autumn,Facility
ORG001,trans-logistics.example,Mumbai Plant,"Mumbai, Germany",Germany,Automotive,3389,2025-09-22,2025-09-28,7,78396.03,5575.18,0.806,839286.07,CNG,0.0,2.75,0.0,,0.0,0.0,100.0,136304,129.81,100,20.5,53.2,Sunny,917,70,ElectroParts,Raw material,445652.35,0.0008,0.0,58.6936,0.3565,59.0501,0.000433,,,0.0,0.0,,,64.7291,synthetic_anonymized_weekly_record,2025-09-22,9,3,39,2025,Autumn,Plant
ORG001,green-energy.example,Mumbai Plant,"Mumbai, Spain",Spain,Telecom,671,2023-11-27,2023-12-03,7,69070.12,17663.96,0.817,496385.8,Diesel,0.0,2.68,0.0,,0.0,0.0,100.0,228844,83.12,100,29.1,49.7,Cloudy,2456,56,LogiTrans,Services,67741.55,0.0004,0.0,41.9988,0.0271,42.0259,0.000184,,,0.0,0.0,,,42.3951,synthetic_anonymized_weekly_record,2023-11-27,11,4,48,2023,Autumn,Plant
ORG001,manufactory.example,Guwahati Facility,"Guwahati, Mexico",Mexico,Tech,398,2024-01-15,2024-01-21,5,11160.34,515.0,0.873,89922.76,Diesel,156.56,2.68,7.49,VEH017,985.51,87.18,66.1,6295,57.81,100,24.2,62.1,Sunny,153,45,PackWise,Packaging,104583.14,0.0006,0.6532,9.2934,0.0627,10.0093,0.00159,REC_0960,Policy,1.4423,110413.17,26.0,Low,11.0904,synthetic_anonymized_weekly_record,2024-01-15,1,1,3,2024,Winter,Facility
ORG001,food-proc.example,Raipur Plant,"Raipur, Singapore",Singapore,Manufacturing,2131,2025-11-10,2025-11-16,6,151197.0,22239.43,0.876,1581096.22,Diesel,0.0,2.68,0.0,,0.0,0.0,100.0,435708,28.93,45,25.4,69.5,Rainy,2960,60,ElectroParts,Logistics,383171.83,0.0012,0.0,112.9668,0.4598,113.4266,0.00026,,,0.0,0.0,,,122.5677,synthetic_anonymized_weekly_record,2025-11-10,11,4,46,2025,Autumn,Plant
ORG001,textiles.example,Allahabad Warehouse,"Allahabad, USA",USA,Agriculture,498,2023-12-18,2023-12-24,6,29269.62,2784.79,0.833,297643.44,Petrol,393.84,2.31,3.47,,0.0,0.0,99.2,16968,47.42,60,23.6,45.8,Humid,660,54,LogiTrans,Electronics,514103.13,0.0015,0.9098,22.0619,0.7712,23.7429,0.001399,,,0.0,0.0,,,26.1736,synthetic_anonymized_weekly_record,2023-12-18,12,4,51,2023,Winter,Warehouse
ORG001,retail-hub.example,Gangtok Lab,"Gangtok, UAE",UAE,Chemical,730,2025-03-17,2025-03-23,7,80222.31,24683.69,0.865,602171.23,Petrol,1611.27,2.31,27.46,VEH005,3802.15,492.26,100.0,77756,121.72,15,18.5,72.2,Sunny,1251,56,LogiTrans,Electronics,73530.47,0.0015,5.0413,48.0409,0.1103,53.1925,0.000684,,,0.0,0.0,,,51.7737,synthetic_anonymized_weekly_record,2025-03-17,3,1,12,2025,Spring,Lab
ORG001,edu-institute.example,Thiruvananthapuram Center,"Thiruvananthapuram, Netherlands",Netherlands,Energy,174,2024-04-29,2024-05-05,7,71995.83,3491.16,0.832,756608.35,Natural Gas,1033.0,2.06,12.96,,0.0,0.0,100.0,76846,165.38,45,18.8,26.8,Rainy,750,84,ElectroParts,Logistics,1199105.94,0.0012,2.128,56.9959,1.4389,60.5628,0.000788,REC_2407,Route optimization,5.8447,19750.29,5.0,Medium,60.4606,synthetic_anonymized_weekly_record,2024-04-29,4,2,18,2024,Spring,Center
ORG001,green-energy.example,Aurangabad Plant,"Aurangabad, UK",UK,Automotive,1776,2024-08-19,2024-08-25,7,135776.5,49694.16,0.868,1212260.39,Diesel,941.86,2.68,3.8,VEH002,1119.13,123.67,100.0,195300,103.14,5,27.0,84.2,Cloudy,2901,70,PackWise,Electronics,62056.27,0.0015,2.8556,74.7195,0.0931,77.6682,0.000398,,,0.0,0.0,,,76.9493,synthetic_anonymized_weekly_record,2024-08-19,8,3,34,2024,Summer,Plant
ORG001,agri-farm.example,Jodhpur Facility,"Jodhpur, China",China,Agriculture,453,2025-10-20,2025-10-26,7,26420.53,7688.26,0.798,284277.67,Natural Gas,0.0,2.06,0.0,VEH002,2376.75,233.73,94.9,8386,68.88,100,19.0,52.0,Rainy,181,70,LogiTrans,Electronics,339041.62,0.0015,0.6264,14.9484,0.5086,16.0834,0.001918,,,0.0,0.0,,,15.4686,synthetic_anonymized_weekly_record,2025-10-20,10,4,43,2025,Autumn,Facility
ORG001,construction.example,Vadodara Plant,"Vadodara, South Africa",South Africa,Tech,4248,2024-04-01,2024-04-07,7,30968.41,4820.18,0.845,199905.5,CNG,0.0,2.75,0.0,,0.0,0.0,62.6,41832,144.94,60,32.7,75.7,Sunny,347,70,LogiTrans,Services,87608.13,0.0004,0.0,22.0953,0.035,22.1303,0.000529,,,0.0,0.0,,,21.9833,synthetic_anonymized_weekly_record,2024-04-01,4,2,14,2024,Spring,Plant
ORG001,media-group.example,Bhubaneswar Office,"Bhubaneswar, South Africa",South Africa,Consulting,387,2024-04-15,2024-04-21,5,16975.34,4213.15,0.858,167439.87,LPG,0.0,1.51,0.0,,0.0,0.0,92.6,4615,16.51,45,26.0,48.0,Cloudy,46,50,ElectroParts,Logistics,84065.39,0.0012,0.0,10.95,0.1009,11.0509,0.002395,,,0.0,0.0,,,11.4447,synthetic_anonymized_weekly_record,2024-04-15,4,2,16,2024,Spring,Office
ORG001,manufactory.example,Thiruvananthapuram Center,"Thiruvananthapuram, Netherlands",Netherlands,Pharma,674,2025-01-13,2025-01-19,7,49573.78,12310.57,0.914,539434.49,Petrol,0.0,2.31,0.0,,0.0,0.0,100.0,56497,138.03,100,21.6,70.0,Rainy,1520,84,ElectroParts,Electronics,387334.52,0.0015,0.0,34.0586,0.581,34.6396,0.000613,,,0.0,0.0,,,36.1412,synthetic_anonymized_weekly_record,2025-01-13,1,1,3,2025,Winter,Center
